726761393, 2018-09-26 17:03:30, , 。。市面上这种推荐的不是很多吗，别什么谁抄谁
1095299292, 2018-09-26 17:04:23, , idea而已嘛 也还没做出来
1259125423, 2018-09-26 17:04:29, , 作为跃安和张杰舍友，可以站出来说一句话，他们在和我说这个点之前，对你们的idea一无所知
869535666, 2018-09-26 17:04:33, , 就像音乐播放器，那么多家，能说谁抄袭谁的吗，只是都觉得有需要，想做一个这样的产品罢了
1259125423, 2018-09-26 17:04:42, , 谈不上抄袭
1095299292, 2018-09-26 17:04:42, , 功能一样 ui不同的产品也有很多啊
215757529, 2018-09-26 17:04:48, , 哦
1095299292, 2018-09-26 17:05:15, , 饿了么抄袭美团还是美团抄袭饿了么呢
1095299292, 2018-09-26 17:05:16, , [图片]
1259125423, 2018-09-26 17:05:17, , 另外，我跟他们分析的时候，对比了你们两款软件。面向的人群还是不一样的
215757529, 2018-09-26 17:05:30, , 目前情况是已经重合了阐述一下 不同点谢谢
1259125423, 2018-09-26 17:05:41, , 我来帮他们说
215757529, 2018-09-26 17:05:42, , 如果确实不同那就可以啊
215757529, 2018-09-26 17:05:54, , 不然做同一个东西干嘛
563541587, 2018-09-26 17:06:06, , @计4-赵畅 嘛 可能想法一样描述刚好重合啦[表情]
1259125423, 2018-09-26 17:06:11, , 你们的更加偏向于，进了一家餐厅，推荐这家餐厅里的菜
215757529, 2018-09-26 17:06:20, , ？？？
876336895, 2018-09-26 17:06:32, , no
215757529, 2018-09-26 17:06:35, , 不用进谢谢
250151700, 2018-09-26 17:06:52, , 我从来没说“抄袭”这两个字，谢谢
563541587, 2018-09-26 17:07:08, , 各自做各自的就好啦
1259125423, 2018-09-26 17:07:10, , 我舍友做的，是到了一个地方，基于地理位置，得到临近的店家。随机推荐
215757529, 2018-09-26 17:07:18, , 哦
1259125423, 2018-09-26 17:07:38, , 不好意思我对你们的产品不了解，没具体了解，如果有误解你们可以指正
876336895, 2018-09-26 17:08:00, , @计3-张扬 其实我们跟老师也有阐述过这点[表情][表情]
876336895, 2018-09-26 17:08:05, , [图片]
215757529, 2018-09-26 17:09:00, , ...就很简单的一个事情啊  阐明异同点  不同的话那就没问题啊
1259125423, 2018-09-26 17:09:05, , [图片]
1259125423, 2018-09-26 17:09:18, , 不要根据题目，就说完全一样。。。
250151700, 2018-09-26 17:09:39, , 你不是他们项目组的吧
1259125423, 2018-09-26 17:09:46, , 不是
215757529, 2018-09-26 17:09:53, , 目前已有的信息来看  背景  立意  是一样的
1259125423, 2018-09-26 17:10:09, , 我说了，作为舍友，我听过他们的功能点
876336895, 2018-09-26 17:10:58, , 现在是小组与小组间需要一个沟通啦
869535666, 2018-09-26 17:11:04, , @计3-朱跃安 还是队长出来说几句话吧
2759947904, 2018-09-26 17:11:06, , 如果你认为我们到在这几个队里找一个抄袭是不是高估我们了[表情]高度重合我们会考虑修改 本身是有考虑到各个方面，最开始的原稿肯定是不一样的，后期不知怎么就往这个方向走了。本身跟柯老师谈的时候，老师谈到你们是作为每日一推，所以我们一直在避免，与柯老师强调我们不想做一样的，并且你们在博客园内的博文并没有准确描述你们的思路，我无法获取到你们的思路
2759947904, 2018-09-26 17:11:52, , 先说声抱歉
215757529, 2018-09-26 17:12:00, , ...不是每日一推...
2759947904, 2018-09-26 17:12:08, , 但是后续 麻烦不必一上来就这么凶
215757529, 2018-09-26 17:12:32, , 我一直在说的就是 阐明差异
215757529, 2018-09-26 17:12:38, , 到现在...没回应
2759947904, 2018-09-26 17:13:21, , 你们整体思路是什么，我们不知道，包括在于跃安的商讨中我也强调不能也不应该重合
1095299292, 2018-09-26 17:16:09, , 安子手机没电
876336895, 2018-09-26 17:16:29, , [图片]
168380075, 2018-09-26 17:17:02, , 那我们两个组的pm下课后当面把问题说清楚
2759947904, 2018-09-26 17:17:15, , 直接群里谈
1259125423, 2018-09-26 17:17:51, , @计4-赵畅 我可以说，舍友没参考过你们的idea，他们跟我说之前，对你们的idea不知情
2759947904, 2018-09-26 17:18:36, , 最初的方案附带有基于lbs的ar导航，但后续被我砍掉了，没有合理的实现场景
876336895, 2018-09-26 17:18:54, , 但是老师在课堂上阐述过我们小组的idea
982771301, 2018-09-26 17:20:09, , 我的建议还是你们下课了，当面说清楚比较好，在群里打字，说不清楚容易误会啦。大家都是成年人，何必火药味这么重呢，说清楚就好。
869535666, 2018-09-26 17:21:06, , 上一届的三个班里都有做日记的，而且功能还差不多，但是三个组也都是在展示那天才发现的٩(๑´3｀๑)۶，不清楚你们是怎么回事，但是有事情好好说，线下说，别让其他组的看笑话
2759947904, 2018-09-26 17:22:00, , 我认为文字更适合讨论与记录
734353522, 2018-09-26 17:22:36, , 和和气气才好
beenl@foxmail.com, 2018-09-26 17:22:43, , 。。。下课说吧= =，上课玩手机举报了= =
869535666, 2018-09-26 17:22:45, , 你们可以讨论完了整理好再发到群里让大家了解清楚真相
168380075, 2018-09-26 17:23:10, , 大家当面说清楚 把各自需求以及差异化说出来，避免功能撞车不是更好吗
876336895, 2018-09-26 17:24:28, , [图片]
982771301, 2018-09-26 17:24:33, , 还是面对面最好啦，什么需要讨论和记录的东西  不都是当面最好么   和气一点，毕竟一个年段的
250151700, 2018-09-26 17:28:13, , @计三-张杰 你们安哥刚刚说了想当面聊下
1229302600, 2018-09-26 20:45:02, , [图片]这是我和张杰昨晚的记录内容，整体思路现在是我先发的，有兴趣可以再做个调色盘，以及我们选择更换题目，尊重课内的先行者。
869535666, 2018-09-26 22:17:59, , [图片]第四次作业即将截止
869535666, 2018-09-26 22:18:08, , [图片]
876336895, 2018-09-26 22:22:04, , [图片]
2329677945, 2018-09-26 22:22:18, , emmm
2329677945, 2018-09-26 22:22:25, , 这个是团队每个人都交一份一样的吗
869535666, 2018-09-26 22:22:36, , 每个人都要交
869535666, 2018-09-26 22:22:46, , 内容可以一样
2329677945, 2018-09-26 22:26:23, , 好的
275922122, 2018-09-27 13:40:55, , 
275922122, 2018-09-27 13:42:06, , 
275922122, 2018-09-27 13:42:06, , 
275922122, 2018-09-27 13:42:07, , 
275922122, 2018-09-27 13:42:15, , 
275922122, 2018-09-27 13:44:16, , 
2739294360, 2018-09-27 16:27:45, , [图片]
275922122, 2018-09-29 23:23:02, , 
275922122, 2018-09-29 23:24:14, , 
275922122, 2018-09-29 23:29:01, , [图片]
563541587, 2018-09-30 16:46:27, , 包括但不限于这个吧
947605846, 2018-09-30 16:47:42, , 不合法单词是指以1个字母或数字开头，第2..4位至少有1位不是字母的词吗
947605846, 2018-09-30 16:50:45, , 第2次作业里的要求上是统计ascii码，\r明明是ascii码，为啥不算在字符数里
1259125423, 2018-09-30 16:54:23, , [图片]
1259125423, 2018-09-30 16:54:41, , 同问
1259125423, 2018-09-30 16:55:03, , win下，一次回车会产生\r\n两个字符
1259125423, 2018-09-30 16:55:18, , 只是以文本格式打开时，那个\r会被忽略而已
1259125423, 2018-09-30 16:56:00, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#不代表\r不是字符
275922122, 2018-09-30 17:46:54, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#控制字符不可打印在屏幕上不占位，题意里的统计ascii字符指的是的是ascii中的可打印字符，所以才在下面一行额外说明“空格，水平制表符，换行符，均算字符”，/r不在本次的测试范围内
275922122, 2018-09-30 17:47:02, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#另外一个原因张扬同学也提到了，windows下用文本方式读文件时，文件中的\r\n自动替换为\n存放到缓冲区里，所以我们这里只计换行符，而不计入回车
275922122, 2018-09-30 17:49:03, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#类似这种描述不清存疑问题，不妨在作业未结束前在群里提出交流，就像<>: 要全面了解你们的想法……emmmm我暂时还不会读心术
947605846, 2018-09-30 17:52:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#请问不是分隔符也不是合法单词的词就是不合法单词吗？
275922122, 2018-09-30 17:53:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#？？？这句话有点语病……不是合法单词不就是不合法单词的意思吗没懂你的意思
563541587, 2018-09-30 17:54:30, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
275922122, 2018-09-30 17:55:52, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#分隔符是分隔符，单词是单词，根据我的分析)没有任何单词特征
947605846, 2018-09-30 17:56:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#那1呢？
947605846, 2018-09-30 17:56:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#算是不合法单词吗
947605846, 2018-09-30 17:57:25, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#它不是分隔符也不是合法单词，同时也不像单词
275922122, 2018-09-30 17:57:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
947605846, 2018-09-30 17:59:14, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#我需要准确的定义，不然怎么匹配
275922122, 2018-09-30 18:01:35, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#那怎么说……不具备合法单词特征的字符串，且不是分隔符集合，就是不合法单词觉得这样还行吗
947605846, 2018-09-30 18:02:39, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
947605846, 2018-09-30 18:02:50, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#不就是这个吗
947605846, 2018-09-30 18:03:22, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#谢谢了
1259125423, 2018-10-02 17:30:04, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#result.txt中的换行，使用CRLF，还是LF呢？或者说，是否输出\r
1259125423, 2018-10-02 17:33:45, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#不过好像也没事，用git交上去的时候lf会被自动换成crlf，好像是这样的
1259125423, 2018-10-02 17:34:17, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
2940027789, 2018-10-02 23:23:02, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#请问一下那个论文有人爬完了吗，总共有多少篇论文啊[表情]
947605846, 2018-10-02 23:25:07, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#可能是979吧
2940027789, 2018-10-02 23:30:05, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#嗯嗯，谢谢
869535666, 2018-10-04 1:30:49, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#结对一的博客作业，有部分小组没有将原型设计的成果以图片+文字的形式展示，而是单纯放个链接，这种情况直接就是零分了，现在我就当没看见，还想要拿分的小组请在今天之内补充完，过期不算
724043046, 2018-10-04 13:41:13, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#https://www.wjx.cn/jq/28799222.aspx
724043046, 2018-10-04 13:41:53, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#需求调查，麻烦大家填一下，互帮互助[表情]
1730862627, 2018-10-04 13:43:41, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#666
davincigl@qq.com, 2018-10-04 14:06:44, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
1175204449, 2018-10-06 23:09:06, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#大家，审查表中的项目名称怎么填写的
792471701, 2018-10-07 16:07:30, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#评审表是每组分开还是集中在一张表上？
1079543838, 2018-10-08 20:43:52, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#请问词组里面是不是每个词都要符合单词定义，像这个Title: COCO-Stuff: Thing and Stuff Classes in Context，中间的and和in要怎么处理，直接跳过还是把它当成单词处理
947605846, 2018-10-08 20:45:20, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
947605846, 2018-10-08 20:46:11, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#得把它当成不合法单词
1079543838, 2018-10-08 20:46:27, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#哦哦之前没看到，谢谢啦
869535666, 2018-10-08 23:19:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#友情提醒，距离第五次作业截止不到两天了，距离第六次作业截止不到四天了
869535666, 2018-10-08 23:19:50, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
869535666, 2018-10-08 23:19:56, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
601537645, 2018-10-08 23:32:24, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
1079543838, 2018-10-10 0:53:38, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
1079543838, 2018-10-10 0:53:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#请问Super-Resolution算一个单词还是算两个单词
168380075, 2018-10-10 0:54:04, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#应该是算两个词
1079543838, 2018-10-10 0:55:22, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#/干杯dei
1059690913, 2018-10-10 10:03:22, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#提问，结对作业只有一个同学上传了代码可以吗？
275922122, 2018-10-10 10:35:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#一组交一份即可
275922122, 2018-10-10 19:59:01, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#统一回复:1. 同一组同学提交一份github作业2. 用到多种语言的，词频用什么语言写的作业就交在那个语言的文件夹下3. 爬虫工具是自己写的，请在博客中备注是自己写的，并将程序上传到github，java和c++写的会额外加分，python写的酌情
869535666, 2018-10-10 21:53:49, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#距离第五次作业的截止时间只有一个小时啦，还没提交作业的同学要抓紧啦
869535666, 2018-10-10 21:53:55, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
83604387, 2018-10-11 17:40:02, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#https://docs.qq.com/sheet/BfyDEw2iLNIq2BoS0T3uRW1L3AjGOC2eHoHy2pnjQq0IrpVV00FoKH191Y4o182eZx2O38PR0
83604387, 2018-10-11 17:40:10, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
83604387, 2018-10-11 17:40:33, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#很多队的队名都没有，各个组长上去填写完整，并确认组员信息的正确性
83604387, 2018-10-11 17:48:09, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
83604387, 2018-10-11 17:48:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#组长由项目经理担任，放在该组的第一位
83604387, 2018-10-11 18:10:54, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
83604387, 2018-10-11 18:10:58, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#PM有且只有一个
83604387, 2018-10-11 18:12:28, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#最迟明天中午前完成，后续我会打印出来
275922122, 2018-10-12 1:01:34, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@全体成员为了便于对明日的现场答辩进行总结，原定今日（10.12）晚23点截止的第六次作业将Deadline延迟至本周日（10.14）晚23点，大家需在答辩结束后完成对今日答辩的总结与对照改进，完善博客并提交作业。详细要求已增加至作业博客，修改部分已标出。另：答辩展示需要用到的ppt、选题报告依然需要在答辩前提交至群文件夹中，便于其他小组在答辩过程中查看和评分。
275922122, 2018-10-12 1:01:44, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
275922122, 2018-10-12 1:15:47, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#往年是在答辩前后各交一次作业，但少有小组在答辩后参照建议对报告书进行升级完善，今年试着将两者合并，希望大家能将现场展示交流后的成果体现出来，在评分时助教将参照最新提交的选题报告内容
1730862627, 2018-10-12 1:18:09, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#Ok，辛苦助教！
1072797231, 2018-10-12 1:18:51, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#Ok，辛苦绪佩！
616923882, 2018-10-12 1:19:13, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，辛苦宇恒！
2639349695, 2018-10-12 1:19:52, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，辛苦政演！
563541587, 2018-10-12 1:20:37, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，辛苦地秀！
1259125423, 2018-10-12 1:21:00, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，辛苦俊彦！
734353522, 2018-10-12 1:33:12, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，辛苦张扬！
2759947904, 2018-10-12 1:47:23, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#OK，黄泽不辛苦！
275922122, 2018-10-12 22:31:25, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@全体成员
275922122, 2018-10-12 22:31:29, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#再一次提醒大家：1. 明天答辩需要打印一份选题报告，交给柯老师审阅；ppt不用打印（相信聪明的你们是不会去打印的^_^）；评分表各组自便（可以直接带电脑过去填或打印出来填），以方便评分为主2. 明天答辩前需要在群文件中提交你们的ppt和选题报告，这是方便其他同学在答辩过程中查看和评分3. 在线表格已发布，请大家在明天23点前完成对其他小组的评分和问题提出，将评分表（word版）发至群文件（因为群文件中已经发了评分表，所以在线文档中不用重复填写评分了，其他小组作为评分和建议的受益方请自行下载评分表，统计本组得分，并在博客中体现）4. 答辩总结形成的新的选题报告请在作业截止前发到群文件，并标注是修改后的选题报告
275922122, 2018-10-12 22:31:38, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#https://docs.qq.com/sheet/DYUJCQkhnWWNWU05S
168380075, 2018-10-12 23:15:03, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
2329677945, 2018-10-13 0:15:12, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
i@cstdio.cn, 2018-10-13 1:46:21, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
724043046, 2018-10-13 1:55:45, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
1730862627, 2018-10-13 2:00:53, , 
982771301, 2018-10-13 2:11:07, , 
keke1997@vip.qq.com, 2018-10-13 3:26:24, , 
2759947904, 2018-10-13 4:43:50, , 
1059690913, 2018-10-13 7:51:35, , [图片]
1259125423, 2018-10-13 8:13:12, , 
1259125423, 2018-10-13 8:13:23, , 
1259125423, 2018-10-13 9:07:25, , 评分是每个人对每个组都要评吗
876336895, 2018-10-13 9:07:47, , 好像是一个组8
876336895, 2018-10-13 9:07:57, , [表情]
1259125423, 2018-10-13 9:08:10, , 填写在讲的组的评审表就可以？
563541587, 2018-10-13 9:10:29, , [图片]
83604387, 2018-10-13 9:10:34, , 一组一份评审表
83604387, 2018-10-13 9:10:49, , 组对组
275922122, 2018-10-13 9:35:55, , [发起投票]
563541587, 2018-10-13 9:36:53, , [图片]
563541587, 2018-10-13 9:36:58, , 发早了呀
83604387, 2018-10-13 9:41:26, , 大家听完再投票
83604387, 2018-10-13 12:06:06, , 大家投一下票
83604387, 2018-10-13 12:08:53, , 投票不计入成绩，目的是让大家看看谁的风格得到认可，所以可以不投自己组的[表情]
876336895, 2018-10-13 12:09:14, , [表情]
792471701, 2018-10-13 12:12:34, , [表情]
563541587, 2018-10-13 12:17:48, , [表情]
1259125423, 2018-10-13 12:38:29, , [图片]
2940027789, 2018-10-13 12:39:55, , 跟小白那一组的同学道个歉，因为我的原因，打断你们的演讲，实在对不起[表情]
beenl@foxmail.com, 2018-10-13 12:48:43, , 小白不会计较的嘻嘻[表情]
2759947904, 2018-10-13 13:13:15, , [图片]
i@cstdio.cn, 2018-10-13 18:43:55, , 在线表格对别组的提问一定要是三个嘛
83604387, 2018-10-13 18:46:28, , 至少三个
i@cstdio.cn, 2018-10-13 19:20:10, , ok
275922122, 2018-10-13 19:43:10, , 再一次提醒大家：1. 在线表格已发布，请大家在【今天23点前】完成对其他小组的【评分】和【问题提出】，将评分表（word版）发至群文件（因为群文件中已经发了评分表，所以在线文档中不用重复填写评分了，其他小组作为评分和建议的受益方请自行下载评分表，统计本组得分，并在博客中体现）2. 答辩总结形成的新的选题报告请在作业截止前发到群文件，并标注是修改后的选题报告
275922122, 2018-10-13 19:43:13, , @全体成员
275922122, 2018-10-13 19:43:29, , 
1730862627, 2018-10-13 21:39:13, , [表情][表情][表情]
869535666, 2018-10-13 22:14:53, , 评审表也要有自己组的自评分数，可以不用写存在的问题等
168380075, 2018-10-13 22:36:21, , 
869535666, 2018-10-13 22:38:09, , 快11点啦，不交的全组都要扣分了啊_(:D)∠)_
1730862627, 2018-10-13 22:44:20, , @助教_蔡安琪 自己组的自评分也需要计算到平均分里面嘛？
869535666, 2018-10-13 22:44:33, , 是这个样子的
1730862627, 2018-10-13 22:45:43, , 根据博弈论，自己评自己最高利益最大...
1730862627, 2018-10-13 22:46:45, , 
869535666, 2018-10-13 22:47:07, , 所以公开出来，看你好意思自己评个超出实际的分数|･ω･｀)
1730862627, 2018-10-13 22:47:18, , [图片]
835448816, 2018-10-13 22:47:42, , 
601537645, 2018-10-13 22:48:58, , @助教_蔡安琪 内部扣光光
601537645, 2018-10-13 22:49:04, , [图片]
982771301, 2018-10-13 22:49:42, , ppt看来真是审美问题 有的人觉得可以  有的人就觉得不行
982771301, 2018-10-13 22:49:51, , [图片]
i@cstdio.cn, 2018-10-13 22:50:08, , 
869535666, 2018-10-13 22:50:24, , 简洁大方就好了，ppt毕竟只是个辅助工具
869535666, 2018-10-13 22:52:01, , 提问题要尽量分点提
869535666, 2018-10-13 22:52:12, , 避免一大段文字
835448816, 2018-10-13 22:57:22, , 在新文档要回答问题吗
835599652, 2018-10-13 22:57:55, , 
869535666, 2018-10-13 22:58:03, , 回答问题是博客的事情
835448816, 2018-10-13 22:59:32, , 现在不用啊。。还以为下一行要跟着回答哩
792471701, 2018-10-13 22:59:34, , 
835599652, 2018-10-13 23:01:13, , 
982771301, 2018-10-13 23:03:08, , 
869535666, 2018-10-13 23:04:01, , 把每个组对你们提出的问题以及你们给出的解答都加到博客里面去，方便进行互动
1419450376, 2018-10-13 23:06:43, , 
601537645, 2018-10-13 23:06:58, , @计3-黄泽 -1
869535666, 2018-10-13 23:07:41, , 你指的是什么任务呀
869535666, 2018-10-13 23:46:56, , 一些新内容已经在作业博客中补充了，请各位在明天提交作业前再认真核对一下，不要漏掉需要写的内容
869535666, 2018-10-13 23:48:27, , 如果有什么地方还写的不够清楚，可以在群里提出，我们会尽量完善
869535666, 2018-10-14 0:13:38, , 
1419450376, 2018-10-14 0:55:14, , 
1259125423, 2018-10-14 16:38:25, , https://docs.qq.com/doc/DSk5tVkRBWUNxUUp3?opendocxfrom=admin&ADUIN=1259125423&ADSESSION=1539500997&ADTAG=CLIENT.QQ.5585_.0&ADPUBNO=26849
1259125423, 2018-10-14 16:38:45, , 我们第七组对被问的问题的回答↑
1730862627, 2018-10-14 16:39:15, , 不是要写入博客吗？
1730862627, 2018-10-14 16:39:28, , 好吧，貌似性质一样
1259125423, 2018-10-14 16:40:28, , [表情]为了方便互动，在这里贴一份，有啥问题可以接着私聊问我们
869535666, 2018-10-14 20:46:03, , 
869535666, 2018-10-14 20:52:05, , 第六次作业的截止时间只剩2小时了，已发布的同学要记得提交，未发布的同学要抓紧了，队友之间记得互相督促和监督一下
869535666, 2018-10-14 20:52:08, , [图片]
869535666, 2018-10-14 20:52:26, , [图片]
ibelove@foxmail.com, 2018-10-14 20:52:43, , hhhhhh
ibelove@foxmail.com, 2018-10-14 20:52:46, , 没有人交
869535666, 2018-10-14 20:53:20, , 全部零分我们就不用改作业了
869535666, 2018-10-14 20:53:22, , [图片]
ibelove@foxmail.com, 2018-10-14 20:54:04, , 心机
1730862627, 2018-10-14 21:16:51, , @助教_蔡安琪 回答其他小组对本组的提问 这个要写到在线文档里面吗？
1730862627, 2018-10-14 21:17:06, , 谢谢助教
869535666, 2018-10-14 21:18:21, , 可以直接写在博客当中
1259125423, 2018-10-14 21:57:59, , 
869535666, 2018-10-14 22:29:29, , 第六次作业的截止时间只剩半个小时了
869535666, 2018-10-14 22:29:31, , [图片]
869535666, 2018-10-14 22:29:44, , 同队的记得互相督促一下
869535666, 2018-10-16 21:40:22, , 
869535666, 2018-10-16 21:40:23, , 
1059690913, 2018-10-19 21:31:44, , 这波操作给力嗷
1059690913, 2018-10-19 21:31:51, , [图片]
beenl@foxmail.com, 2018-10-19 21:31:57, , 太骚了[图片]
2759947904, 2018-10-19 21:32:06, , [图片]
869535666, 2018-10-19 21:37:00, , 明天我们会在中午12点准时下载每位临时队长提交的博客，没有提交博客的队伍本次课堂作业就全体0分。
869535666, 2018-10-19 21:37:53, , 课堂实战的分数会记录到最后的总成绩当中，所以别想着课后再去补充
ibelove@foxmail.com, 2018-10-19 22:52:27, , [图片]
ibelove@foxmail.com, 2018-10-19 22:52:36, , 少女心的助教[表情]
1063107252, 2018-10-20 8:33:50, , 点击链接加入多人聊天"枭翃、你好":http://url.cn/5FxEbVp第二组拖鞋旅游队临时群，请相关同学加入
i@cstdio.cn, 2018-10-20 11:33:45, , 临时队长要在下课前（12:00）提交作业博客（只需要uml和贡献分评估这两个部分）；并且所有同学都要在dealine之前完成作业的其他部分（原队伍），并提交最新的作业博客。临时队长需要提交博客到第八次作业里吗？
869535666, 2018-10-20 11:34:57, , 是的
i@cstdio.cn, 2018-10-20 11:35:17, , ok
869535666, 2018-10-20 11:52:48, , 只剩8八分钟了，还有一个队没有提交
869535666, 2018-10-20 11:53:18, , 请各位临时队长再确认一次自己是否提交成功
869535666, 2018-10-20 19:40:50, , 晚上23点前每个同学都要提交最终版的作业，除了感想那个部分是自己写，其他的内容每个队员共享
869535666, 2018-10-20 22:45:50, , 距离第八次作业截止还有15分钟，未提交的同学要抓紧了，请队友之间互相督促一下
869535666, 2018-10-20 22:45:58, , [图片]
1403212943, 2018-10-23 11:07:46, , @计2-陈志炜 这么狠的吗
1195653643, 2018-10-23 11:08:01, , @计2-陈志炜 真实
83604387, 2018-10-23 11:08:36, , 肯定是不上课，就是明天确认一下改到什么时候而已
1259125423, 2018-10-23 11:09:04, , 有活路了
2759947904, 2018-10-23 11:09:13, , @计3-张扬 同学你在强烈暗示
